"Statistic Label","Census Year","List of Towns","Sex","UNIT","VALUE"
"Average Age","2022","Kinsale, Co Cork","Both sexes","Number","40.8"
"Average Age","2022","Kinsale, Co Cork","Male","Number","39.7"
"Average Age","2022","Kinsale, Co Cork","Female","Number","41.7"
"Average Age","2022","Halfway, Co Cork","Both sexes","Number","33.9"
"Average Age","2022","Halfway, Co Cork","Male","Number","33"
"Average Age","2022","Halfway, Co Cork","Female","Number","34.7"
"Average Age","2022","Doneraile, Co Cork","Both sexes","Number","38.8"
"Average Age","2022","Doneraile, Co Cork","Male","Number","38.8"
"Average Age","2022","Doneraile, Co Cork","Female","Number","38.7"
"Average Age","2022","Dunderrow, Co Cork","Both sexes","Number","34.2"
"Average Age","2022","Dunderrow, Co Cork","Male","Number","35.2"
"Average Age","2022","Dunderrow, Co Cork","Female","Number","33.2"
"Average Age","2022","Ballinspittle, Co Cork","Both sexes","Number","37.2"
"Average Age","2022","Ballinspittle, Co Cork","Male","Number","36.8"
"Average Age","2022","Ballinspittle, Co Cork","Female","Number","37.7"
"Average Age","2022","Grenagh, Co Cork","Both sexes","Number","32.5"
"Average Age","2022","Grenagh, Co Cork","Male","Number","32.3"
"Average Age","2022","Grenagh, Co Cork","Female","Number","32.6"
"Average Age","2022","Mallow, Co Cork","Both sexes","Number","38"
"Average Age","2022","Mallow, Co Cork","Male","Number","37.1"
"Average Age","2022","Mallow, Co Cork","Female","Number","38.9"
"Average Age","2022","Courtbrack, Co Cork","Both sexes","Number","28.8"
"Average Age","2022","Courtbrack, Co Cork","Male","Number","27.8"
"Average Age","2022","Courtbrack, Co Cork","Female","Number","29.9"
"Average Age","2022","Crossbarry, Co Cork","Both sexes","Number","33.7"
"Average Age","2022","Crossbarry, Co Cork","Male","Number","32.5"
"Average Age","2022","Crossbarry, Co Cork","Female","Number","35"
"Average Age","2022","Killumney, Co Cork","Both sexes","Number","35.5"
"Average Age","2022","Killumney, Co Cork","Male","Number","35.1"
"Average Age","2022","Killumney, Co Cork","Female","Number","35.9"
"Average Age","2022","Inishannon, Co Cork","Both sexes","Number","37.6"
"Average Age","2022","Inishannon, Co Cork","Male","Number","36.7"
"Average Age","2022","Inishannon, Co Cork","Female","Number","38.6"
"Average Age","2022","Buttevant, Co Cork","Both sexes","Number","40.8"
"Average Age","2022","Buttevant, Co Cork","Male","Number","40.2"
"Average Age","2022","Buttevant, Co Cork","Female","Number","41.4"
"Average Age","2022","Charleville, Co Cork","Both sexes","Number","38.8"
"Average Age","2022","Charleville, Co Cork","Male","Number","37.7"
"Average Age","2022","Charleville, Co Cork","Female","Number","39.8"
"Average Age","2022","Drommahane, Co Cork","Both sexes","Number","34.1"
"Average Age","2022","Drommahane, Co Cork","Male","Number","33.4"
"Average Age","2022","Drommahane, Co Cork","Female","Number","34.8"
"Average Age","2022","Kilbrittain, Co Cork","Both sexes","Number","41.1"
"Average Age","2022","Kilbrittain, Co Cork","Male","Number","38.4"
"Average Age","2022","Kilbrittain, Co Cork","Female","Number","43.7"
"Average Age","2022","Courtmacsherry, Co Cork","Both sexes","Number","41.7"
"Average Age","2022","Courtmacsherry, Co Cork","Male","Number","41.6"
"Average Age","2022","Courtmacsherry, Co Cork","Female","Number","41.8"
"Average Age","2022","Bweeng, Co Cork","Both sexes","Number","30.2"
"Average Age","2022","Bweeng, Co Cork","Male","Number","30.8"
"Average Age","2022","Bweeng, Co Cork","Female","Number","29.5"
"Average Age","2022","Churchtown, Co Cork","Both sexes","Number","38.6"
"Average Age","2022","Churchtown, Co Cork","Male","Number","36.1"
"Average Age","2022","Churchtown, Co Cork","Female","Number","40.7"
"Average Age","2022","Rathard-Aherla, Co Cork","Both sexes","Number","35.3"
"Average Age","2022","Rathard-Aherla, Co Cork","Male","Number","34.2"
"Average Age","2022","Rathard-Aherla, Co Cork","Female","Number","36.4"
"Average Age","2022","Ballyclogh, Co Cork","Both sexes","Number","40.1"
"Average Age","2022","Ballyclogh, Co Cork","Male","Number","38.9"
"Average Age","2022","Ballyclogh, Co Cork","Female","Number","41.2"
"Average Age","2022","Farran, Co Cork","Both sexes","Number","41.2"
"Average Age","2022","Farran, Co Cork","Male","Number","42"
"Average Age","2022","Farran, Co Cork","Female","Number","40.5"
"Average Age","2022","Model Village or Dripsey, Co Cork","Both sexes","Number","38.2"
"Average Age","2022","Model Village or Dripsey, Co Cork","Male","Number","36"
"Average Age","2022","Model Village or Dripsey, Co Cork","Female","Number","40.3"
"Average Age","2022","Bandon, Co Cork","Both sexes","Number","37.7"
"Average Age","2022","Bandon, Co Cork","Male","Number","37.2"
"Average Age","2022","Bandon, Co Cork","Female","Number","38.3"
"Average Age","2022","Newtown, Co Cork","Both sexes","Number","37.2"
"Average Age","2022","Newtown, Co Cork","Male","Number","36.2"
"Average Age","2022","Newtown, Co Cork","Female","Number","38.3"
"Average Age","2022","Timoleague, Co Cork","Both sexes","Number","41.7"
"Average Age","2022","Timoleague, Co Cork","Male","Number","40.6"
"Average Age","2022","Timoleague, Co Cork","Female","Number","43.1"
"Average Age","2022","Cloughduv, Co Cork","Both sexes","Number","34.5"
"Average Age","2022","Cloughduv, Co Cork","Male","Number","34.9"
"Average Age","2022","Cloughduv, Co Cork","Female","Number","34.2"
"Average Age","2022","Coachford, Co Cork","Both sexes","Number","40.1"
"Average Age","2022","Coachford, Co Cork","Male","Number","39.8"
"Average Age","2022","Coachford, Co Cork","Female","Number","40.4"
"Average Age","2022","Dromina, Co Cork","Both sexes","Number","37.2"
"Average Age","2022","Dromina, Co Cork","Male","Number","37.1"
"Average Age","2022","Dromina, Co Cork","Female","Number","37.4"
"Average Age","2022","Liscarroll, Co Cork","Both sexes","Number","45.4"
"Average Age","2022","Liscarroll, Co Cork","Male","Number","45.8"
"Average Age","2022","Liscarroll, Co Cork","Female","Number","45"
"Average Age","2022","Castlemagner, Co Cork","Both sexes","Number","31.6"
"Average Age","2022","Castlemagner, Co Cork","Male","Number","32.1"
"Average Age","2022","Castlemagner, Co Cork","Female","Number","31.1"
"Average Age","2022","Kilbrin, Co Cork","Both sexes","Number","36.8"
"Average Age","2022","Kilbrin, Co Cork","Male","Number","36.2"
"Average Age","2022","Kilbrin, Co Cork","Female","Number","37.4"
"Average Age","2022","Crookstown, Co Cork","Both sexes","Number","39.9"
"Average Age","2022","Crookstown, Co Cork","Male","Number","40.9"
"Average Age","2022","Crookstown, Co Cork","Female","Number","38.8"
"Average Age","2022","Milford, Co Cork","Both sexes","Number","43.2"
"Average Age","2022","Milford, Co Cork","Male","Number","43.2"
"Average Age","2022","Milford, Co Cork","Female","Number","43.3"
"Average Age","2022","Lyre, Co Cork","Both sexes","Number","33.5"
"Average Age","2022","Lyre, Co Cork","Male","Number","32.8"
"Average Age","2022","Lyre, Co Cork","Female","Number","34.3"
"Average Age","2022","Freemount, Co Cork","Both sexes","Number","35.2"
"Average Age","2022","Freemount, Co Cork","Male","Number","35"
"Average Age","2022","Freemount, Co Cork","Female","Number","35.4"
"Average Age","2022","Banteer, Co Cork","Both sexes","Number","39.2"
"Average Age","2022","Banteer, Co Cork","Male","Number","36.8"
"Average Age","2022","Banteer, Co Cork","Female","Number","41.9"
"Average Age","2022","Clonakilty, Co Cork","Both sexes","Number","40.6"
"Average Age","2022","Clonakilty, Co Cork","Male","Number","38.9"
"Average Age","2022","Clonakilty, Co Cork","Female","Number","42"
"Average Age","2022","Kanturk, Co Cork","Both sexes","Number","38.4"
"Average Age","2022","Kanturk, Co Cork","Male","Number","38.2"
"Average Age","2022","Kanturk, Co Cork","Female","Number","38.6"
"Average Age","2022","Ballineen-Enniskean, Co Cork","Both sexes","Number","42.3"
"Average Age","2022","Ballineen-Enniskean, Co Cork","Male","Number","41.5"
"Average Age","2022","Ballineen-Enniskean, Co Cork","Female","Number","43.2"
"Average Age","2022","Macroom, Co Cork","Both sexes","Number","38.1"
"Average Age","2022","Macroom, Co Cork","Male","Number","36.7"
"Average Age","2022","Macroom, Co Cork","Female","Number","39.4"
"Average Age","2022","Rathcoole, Co Cork","Both sexes","Number","34.9"
"Average Age","2022","Rathcoole, Co Cork","Male","Number","34.5"
"Average Age","2022","Rathcoole, Co Cork","Female","Number","35.2"
"Average Age","2022","Newmarket, Co Cork","Both sexes","Number","47.2"
"Average Age","2022","Newmarket, Co Cork","Male","Number","46.5"
"Average Age","2022","Newmarket, Co Cork","Female","Number","47.9"
"Average Age","2022","Clondrohid, Co Cork","Both sexes","Number","40.2"
"Average Age","2022","Clondrohid, Co Cork","Male","Number","39.8"
"Average Age","2022","Clondrohid, Co Cork","Female","Number","40.7"
"Average Age","2022","Rosscarbery, Co Cork","Both sexes","Number","44.3"
"Average Age","2022","Rosscarbery, Co Cork","Male","Number","43.8"
"Average Age","2022","Rosscarbery, Co Cork","Female","Number","44.8"
"Average Age","2022","Millstreet, Co Cork","Both sexes","Number","41.4"
"Average Age","2022","Millstreet, Co Cork","Male","Number","41"
"Average Age","2022","Millstreet, Co Cork","Female","Number","41.7"
"Average Age","2022","Boherbue, Co Cork","Both sexes","Number","39.6"
"Average Age","2022","Boherbue, Co Cork","Male","Number","38.3"
"Average Age","2022","Boherbue, Co Cork","Female","Number","40.9"
"Average Age","2022","Dunmanway, Co Cork","Both sexes","Number","40"
"Average Age","2022","Dunmanway, Co Cork","Male","Number","39.4"
"Average Age","2022","Dunmanway, Co Cork","Female","Number","40.5"
"Average Age","2022","Inchigeelagh, Co Cork","Both sexes","Number","42.2"
"Average Age","2022","Inchigeelagh, Co Cork","Male","Number","40.4"
"Average Age","2022","Inchigeelagh, Co Cork","Female","Number","44.3"
"Average Age","2022","Leap, Co Cork","Both sexes","Number","50.8"
"Average Age","2022","Leap, Co Cork","Male","Number","51"
"Average Age","2022","Leap, Co Cork","Female","Number","50.7"
"Average Age","2022","Unionhall, Co Cork","Both sexes","Number","42.4"
"Average Age","2022","Unionhall, Co Cork","Male","Number","42.2"
"Average Age","2022","Unionhall, Co Cork","Female","Number","42.7"
"Average Age","2022","Baile Mhic Íre, Co Cork","Both sexes","Number","38"
"Average Age","2022","Baile Mhic Íre, Co Cork","Male","Number","38.3"
"Average Age","2022","Baile Mhic Íre, Co Cork","Female","Number","37.7"
"Average Age","2022","Castletownshend, Co Cork","Both sexes","Number","47.2"
"Average Age","2022","Castletownshend, Co Cork","Male","Number","46.7"
"Average Age","2022","Castletownshend, Co Cork","Female","Number","47.7"
"Average Age","2022","Knocknagree, Co Cork","Both sexes","Number","42.3"
"Average Age","2022","Knocknagree, Co Cork","Male","Number","43.6"
"Average Age","2022","Knocknagree, Co Cork","Female","Number","41"
"Average Age","2022","Ballydesmond, Co Cork","Both sexes","Number","43.4"
"Average Age","2022","Ballydesmond, Co Cork","Male","Number","43.1"
"Average Age","2022","Ballydesmond, Co Cork","Female","Number","43.7"
"Average Age","2022","Béal Átha An Ghaorthaidh, Co Cork","Both sexes","Number","41.5"
"Average Age","2022","Béal Átha An Ghaorthaidh, Co Cork","Male","Number","41.3"
"Average Age","2022","Béal Átha An Ghaorthaidh, Co Cork","Female","Number","41.7"
"Average Age","2022","Drimoleague, Co Cork","Both sexes","Number","41.1"
"Average Age","2022","Drimoleague, Co Cork","Male","Number","39.4"
"Average Age","2022","Drimoleague, Co Cork","Female","Number","42.7"
"Average Age","2022","Skibbereen, Co Cork","Both sexes","Number","39.4"
"Average Age","2022","Skibbereen, Co Cork","Male","Number","39.1"
"Average Age","2022","Skibbereen, Co Cork","Female","Number","39.6"
"Average Age","2022","Baltimore, Co Cork","Both sexes","Number","44.4"
"Average Age","2022","Baltimore, Co Cork","Male","Number","45"
"Average Age","2022","Baltimore, Co Cork","Female","Number","44"
"Average Age","2022","Bantry, Co Cork","Both sexes","Number","42.9"
"Average Age","2022","Bantry, Co Cork","Male","Number","42"
"Average Age","2022","Bantry, Co Cork","Female","Number","43.8"
"Average Age","2022","Ballydehob, Co Cork","Both sexes","Number","49.9"
"Average Age","2022","Ballydehob, Co Cork","Male","Number","47.1"
"Average Age","2022","Ballydehob, Co Cork","Female","Number","52.7"
"Average Age","2022","Durrus, Co Cork","Both sexes","Number","42.1"
"Average Age","2022","Durrus, Co Cork","Male","Number","40.6"
"Average Age","2022","Durrus, Co Cork","Female","Number","43.6"
"Average Age","2022","Schull, Co Cork","Both sexes","Number","46.9"
"Average Age","2022","Schull, Co Cork","Male","Number","43.7"
"Average Age","2022","Schull, Co Cork","Female","Number","49.8"
"Average Age","2022","Glengarriff, Co Cork","Both sexes","Number","44.8"
"Average Age","2022","Glengarriff, Co Cork","Male","Number","45.1"
"Average Age","2022","Glengarriff, Co Cork","Female","Number","44.6"
"Average Age","2022","Castletownbere, Co Cork","Both sexes","Number","44"
"Average Age","2022","Castletownbere, Co Cork","Male","Number","42.5"
"Average Age","2022","Castletownbere, Co Cork","Female","Number","45.5"
"Average Age","2022","Rathmore, Co Kerry","Both sexes","Number","37.3"
"Average Age","2022","Rathmore, Co Kerry","Male","Number","35.5"
"Average Age","2022","Rathmore, Co Kerry","Female","Number","39.2"
"Average Age","2022","Brosna, Co Kerry","Both sexes","Number","48.6"
"Average Age","2022","Brosna, Co Kerry","Male","Number","47.9"
"Average Age","2022","Brosna, Co Kerry","Female","Number","49.4"
"Average Age","2022","Gneevgullia, Co Kerry","Both sexes","Number","37.6"
"Average Age","2022","Gneevgullia, Co Kerry","Male","Number","36.7"
"Average Age","2022","Gneevgullia, Co Kerry","Female","Number","38.5"
"Average Age","2022","Newtownsandes, Co Kerry","Both sexes","Number","41.7"
"Average Age","2022","Newtownsandes, Co Kerry","Male","Number","39.7"
"Average Age","2022","Newtownsandes, Co Kerry","Female","Number","43.8"
"Average Age","2022","Tarbert, Co Kerry","Both sexes","Number","46"
"Average Age","2022","Tarbert, Co Kerry","Male","Number","47.3"
"Average Age","2022","Tarbert, Co Kerry","Female","Number","44.9"
"Average Age","2022","Duagh, Co Kerry","Both sexes","Number","39.4"
"Average Age","2022","Duagh, Co Kerry","Male","Number","39.2"
"Average Age","2022","Duagh, Co Kerry","Female","Number","39.6"
"Average Age","2022","Kilgarvan, Co Kerry","Both sexes","Number","42.7"
"Average Age","2022","Kilgarvan, Co Kerry","Male","Number","42.7"
"Average Age","2022","Kilgarvan, Co Kerry","Female","Number","42.6"
"Average Age","2022","Castleisland, Co Kerry","Both sexes","Number","42.3"
"Average Age","2022","Castleisland, Co Kerry","Male","Number","41.2"
"Average Age","2022","Castleisland, Co Kerry","Female","Number","43.2"
"Average Age","2022","Ballylongford, Co Kerry","Both sexes","Number","45.9"
"Average Age","2022","Ballylongford, Co Kerry","Male","Number","44"
"Average Age","2022","Ballylongford, Co Kerry","Female","Number","47.8"
"Average Age","2022","Kilcummin, Co Kerry","Both sexes","Number","37.5"
"Average Age","2022","Kilcummin, Co Kerry","Male","Number","36.3"
"Average Age","2022","Kilcummin, Co Kerry","Female","Number","38.6"
"Average Age","2022","Listowel, Co Kerry","Both sexes","Number","42.3"
"Average Age","2022","Listowel, Co Kerry","Male","Number","41.6"
"Average Age","2022","Listowel, Co Kerry","Female","Number","42.9"
"Average Age","2022","Killarney, Co Kerry","Both sexes","Number","40.2"
"Average Age","2022","Killarney, Co Kerry","Male","Number","39.4"
"Average Age","2022","Killarney, Co Kerry","Female","Number","40.9"
"Average Age","2022","Kenmare, Co Kerry","Both sexes","Number","40.1"
"Average Age","2022","Kenmare, Co Kerry","Male","Number","38.5"
"Average Age","2022","Kenmare, Co Kerry","Female","Number","41.6"
"Average Age","2022","Fieries, Co Kerry","Both sexes","Number","32.2"
"Average Age","2022","Fieries, Co Kerry","Male","Number","31.9"
"Average Age","2022","Fieries, Co Kerry","Female","Number","32.4"
"Average Age","2022","Lixnaw, Co Kerry","Both sexes","Number","34.2"
"Average Age","2022","Lixnaw, Co Kerry","Male","Number","33.9"
"Average Age","2022","Lixnaw, Co Kerry","Female","Number","34.4"
"Average Age","2022","Kilflynn, Co Kerry","Both sexes","Number","37.1"
"Average Age","2022","Kilflynn, Co Kerry","Male","Number","38.3"
"Average Age","2022","Kilflynn, Co Kerry","Female","Number","36.1"
"Average Age","2022","Beaufort, Co Kerry","Both sexes","Number","41.5"
"Average Age","2022","Beaufort, Co Kerry","Male","Number","37.9"
"Average Age","2022","Beaufort, Co Kerry","Female","Number","45.6"
"Average Age","2022","Ballyduff, Co Kerry","Both sexes","Number","43.8"
"Average Age","2022","Ballyduff, Co Kerry","Male","Number","41.7"
"Average Age","2022","Ballyduff, Co Kerry","Female","Number","45.9"
"Average Age","2022","Ballybunion, Co Kerry","Both sexes","Number","43.8"
"Average Age","2022","Ballybunion, Co Kerry","Male","Number","43.3"
"Average Age","2022","Ballybunion, Co Kerry","Female","Number","44.4"
"Average Age","2022","Abbeydorney, Co Kerry","Both sexes","Number","34.7"
"Average Age","2022","Abbeydorney, Co Kerry","Male","Number","32.7"
"Average Age","2022","Abbeydorney, Co Kerry","Female","Number","36.8"
"Average Age","2022","Tralee, Co Kerry","Both sexes","Number","39.6"
"Average Age","2022","Tralee, Co Kerry","Male","Number","38.9"
"Average Age","2022","Tralee, Co Kerry","Female","Number","40.3"
"Average Age","2022","Castlemaine, Co Kerry","Both sexes","Number","41.6"
"Average Age","2022","Castlemaine, Co Kerry","Male","Number","38.6"
"Average Age","2022","Castlemaine, Co Kerry","Female","Number","44.5"
"Average Age","2022","Milltown, Co Kerry","Both sexes","Number","36.5"
"Average Age","2022","Milltown, Co Kerry","Male","Number","35"
"Average Age","2022","Milltown, Co Kerry","Female","Number","37.8"
"Average Age","2022","Causeway, Co Kerry","Both sexes","Number","47.3"
"Average Age","2022","Causeway, Co Kerry","Male","Number","47.3"
"Average Age","2022","Causeway, Co Kerry","Female","Number","47.4"
"Average Age","2022","Ardfert, Co Kerry","Both sexes","Number","38.6"
"Average Age","2022","Ardfert, Co Kerry","Male","Number","37.9"
"Average Age","2022","Ardfert, Co Kerry","Female","Number","39.3"
"Average Age","2022","Spa, Co Kerry","Both sexes","Number","42.4"
"Average Age","2022","Spa, Co Kerry","Male","Number","40.2"
"Average Age","2022","Spa, Co Kerry","Female","Number","44.6"
"Average Age","2022","Killorglin, Co Kerry","Both sexes","Number","40.2"
"Average Age","2022","Killorglin, Co Kerry","Male","Number","39.9"
"Average Age","2022","Killorglin, Co Kerry","Female","Number","40.5"
"Average Age","2022","Ballyheigue, Co Kerry","Both sexes","Number","42.9"
"Average Age","2022","Ballyheigue, Co Kerry","Male","Number","43"
"Average Age","2022","Ballyheigue, Co Kerry","Female","Number","42.8"
"Average Age","2022","Fenit, Co Kerry","Both sexes","Number","43.3"
"Average Age","2022","Fenit, Co Kerry","Male","Number","43"
"Average Age","2022","Fenit, Co Kerry","Female","Number","43.6"
"Average Age","2022","Cromane, Co Kerry","Both sexes","Number","44"
"Average Age","2022","Cromane, Co Kerry","Male","Number","45"
"Average Age","2022","Cromane, Co Kerry","Female","Number","43"
"Average Age","2022","Sneem, Co Kerry","Both sexes","Number","43.8"
"Average Age","2022","Sneem, Co Kerry","Male","Number","43.9"
"Average Age","2022","Sneem, Co Kerry","Female","Number","43.7"
"Average Age","2022","Glenbeigh, Co Kerry","Both sexes","Number","43.1"
"Average Age","2022","Glenbeigh, Co Kerry","Male","Number","45.4"
"Average Age","2022","Glenbeigh, Co Kerry","Female","Number","41"
"Average Age","2022","Castlegregory, Co Kerry","Both sexes","Number","43.2"
"Average Age","2022","Castlegregory, Co Kerry","Male","Number","43.2"
"Average Age","2022","Castlegregory, Co Kerry","Female","Number","43.2"
"Average Age","2022","Annascaul, Co Kerry","Both sexes","Number","43"
"Average Age","2022","Annascaul, Co Kerry","Male","Number","43.3"
"Average Age","2022","Annascaul, Co Kerry","Female","Number","42.7"
"Average Age","2022","Waterville, Co Kerry","Both sexes","Number","45.2"
"Average Age","2022","Waterville, Co Kerry","Male","Number","46.1"
"Average Age","2022","Waterville, Co Kerry","Female","Number","44.4"
"Average Age","2022","Cahirciveen, Co Kerry","Both sexes","Number","44"
"Average Age","2022","Cahirciveen, Co Kerry","Male","Number","43"
"Average Age","2022","Cahirciveen, Co Kerry","Female","Number","44.8"
"Average Age","2022","Dingle-Daingean Uí Chúis, Co Kerry","Both sexes","Number","44.4"
"Average Age","2022","Dingle-Daingean Uí Chúis, Co Kerry","Male","Number","44.7"
"Average Age","2022","Dingle-Daingean Uí Chúis, Co Kerry","Female","Number","44.1"
"Average Age","2022","Knightstown, Co Kerry","Both sexes","Number","48.6"
"Average Age","2022","Knightstown, Co Kerry","Male","Number","47.3"
"Average Age","2022","Knightstown, Co Kerry","Female","Number","49.7"
"Average Age","2022","Portmagee, Co Kerry","Both sexes","Number","44.1"
"Average Age","2022","Portmagee, Co Kerry","Male","Number","41.3"
"Average Age","2022","Portmagee, Co Kerry","Female","Number","47.1"
"Average Age","2022","Limerick city and suburbs, Counties Limerick & Clare","Both sexes","Number","37.9"
"Average Age","2022","Limerick city and suburbs, Counties Limerick & Clare","Male","Number","37.3"
"Average Age","2022","Limerick city and suburbs, Counties Limerick & Clare","Female","Number","38.5"
"Average Age","2022","Doon, Co Limerick","Both sexes","Number","39.3"
"Average Age","2022","Doon, Co Limerick","Male","Number","39"
"Average Age","2022","Doon, Co Limerick","Female","Number","39.6"
"Average Age","2022","Oola, Co Limerick","Both sexes","Number","46.6"
"Average Age","2022","Oola, Co Limerick","Male","Number","45.9"
"Average Age","2022","Oola, Co Limerick","Female","Number","47.4"
"Average Age","2022","Galbally, Co Limerick","Both sexes","Number","42.4"
"Average Age","2022","Galbally, Co Limerick","Male","Number","41.3"
"Average Age","2022","Galbally, Co Limerick","Female","Number","43.3"
"Average Age","2022","Cappamore, Co Limerick","Both sexes","Number","41.2"
"Average Age","2022","Cappamore, Co Limerick","Male","Number","41"
"Average Age","2022","Cappamore, Co Limerick","Female","Number","41.4"
"Average Age","2022","Pallasgreen, Co Limerick","Both sexes","Number","39.2"
"Average Age","2022","Pallasgreen, Co Limerick","Male","Number","37"
"Average Age","2022","Pallasgreen, Co Limerick","Female","Number","41"
"Average Age","2022","Ballylanders, Co Limerick","Both sexes","Number","39.8"
"Average Age","2022","Ballylanders, Co Limerick","Male","Number","40.4"
"Average Age","2022","Ballylanders, Co Limerick","Female","Number","39.2"
"Average Age","2022","Kilteely, Co Limerick","Both sexes","Number","42.1"
"Average Age","2022","Kilteely, Co Limerick","Male","Number","41.7"
"Average Age","2022","Kilteely, Co Limerick","Female","Number","42.6"
"Average Age","2022","Moroe, Co Limerick","Both sexes","Number","32.5"
"Average Age","2022","Moroe, Co Limerick","Male","Number","30.8"
"Average Age","2022","Moroe, Co Limerick","Female","Number","34"
"Average Age","2022","Knocklong, Co Limerick","Both sexes","Number","43.7"
"Average Age","2022","Knocklong, Co Limerick","Male","Number","43.9"
"Average Age","2022","Knocklong, Co Limerick","Female","Number","43.5"
"Average Age","2022","Hospital, Co Limerick","Both sexes","Number","42.3"
"Average Age","2022","Hospital, Co Limerick","Male","Number","40.5"
"Average Age","2022","Hospital, Co Limerick","Female","Number","44.3"
"Average Age","2022","Caherconlish, Co Limerick","Both sexes","Number","36.7"
"Average Age","2022","Caherconlish, Co Limerick","Male","Number","36.2"
"Average Age","2022","Caherconlish, Co Limerick","Female","Number","37.2"
"Average Age","2022","Kilfinnane, Co Limerick","Both sexes","Number","41.2"
"Average Age","2022","Kilfinnane, Co Limerick","Male","Number","39.8"
"Average Age","2022","Kilfinnane, Co Limerick","Female","Number","42.6"
"Average Age","2022","Castleconnell, Co Limerick","Both sexes","Number","37.4"
"Average Age","2022","Castleconnell, Co Limerick","Male","Number","36.1"
"Average Age","2022","Castleconnell, Co Limerick","Female","Number","38.6"
"Average Age","2022","Annacotty, Co Limerick","Both sexes","Number","35.4"
"Average Age","2022","Annacotty, Co Limerick","Male","Number","34.6"
"Average Age","2022","Annacotty, Co Limerick","Female","Number","36.2"
"Average Age","2022","Ballyneety, Co Limerick","Both sexes","Number","40.4"
"Average Age","2022","Ballyneety, Co Limerick","Male","Number","39.8"
"Average Age","2022","Ballyneety, Co Limerick","Female","Number","41"
"Average Age","2022","Bruff, Co Limerick","Both sexes","Number","40.2"
"Average Age","2022","Bruff, Co Limerick","Male","Number","40.3"
"Average Age","2022","Bruff, Co Limerick","Female","Number","40.1"
"Average Age","2022","Kilmallock, Co Limerick","Both sexes","Number","42.5"
"Average Age","2022","Kilmallock, Co Limerick","Male","Number","42.3"
"Average Age","2022","Kilmallock, Co Limerick","Female","Number","42.8"
"Average Age","2022","Fedamore, Co Limerick","Both sexes","Number","32.1"
"Average Age","2022","Fedamore, Co Limerick","Male","Number","32"
"Average Age","2022","Fedamore, Co Limerick","Female","Number","32.2"
"Average Age","2022","Bruree, Co Limerick","Both sexes","Number","41.1"
"Average Age","2022","Bruree, Co Limerick","Male","Number","39.2"
"Average Age","2022","Bruree, Co Limerick","Female","Number","42.6"
"Average Age","2022","Mungret, Co Limerick","Both sexes","Number","40.8"
"Average Age","2022","Mungret, Co Limerick","Male","Number","40.8"
"Average Age","2022","Mungret, Co Limerick","Female","Number","40.8"
"Average Age","2022","Patrickswell, Co Limerick","Both sexes","Number","39.9"
"Average Age","2022","Patrickswell, Co Limerick","Male","Number","38.1"
"Average Age","2022","Patrickswell, Co Limerick","Female","Number","41.6"
"Average Age","2022","Croom, Co Limerick","Both sexes","Number","39.9"
"Average Age","2022","Croom, Co Limerick","Male","Number","38.8"
"Average Age","2022","Croom, Co Limerick","Female","Number","41.2"
"Average Age","2022","Clarina, Co Limerick","Both sexes","Number","38.9"
"Average Age","2022","Clarina, Co Limerick","Male","Number","38.2"
"Average Age","2022","Clarina, Co Limerick","Female","Number","39.5"
"Average Age","2022","Ballyagran, Co Limerick","Both sexes","Number","41.9"
"Average Age","2022","Ballyagran, Co Limerick","Male","Number","43.6"
"Average Age","2022","Ballyagran, Co Limerick","Female","Number","40.2"
"Average Age","2022","Adare, Co Limerick","Both sexes","Number","41.9"
"Average Age","2022","Adare, Co Limerick","Male","Number","40.3"
"Average Age","2022","Adare, Co Limerick","Female","Number","43.5"
"Average Age","2022","Kildimo, Co Limerick","Both sexes","Number","36.7"
"Average Age","2022","Kildimo, Co Limerick","Male","Number","35.9"
"Average Age","2022","Kildimo, Co Limerick","Female","Number","37.6"
"Average Age","2022","Ballingarry, Co Limerick","Both sexes","Number","37.8"
"Average Age","2022","Ballingarry, Co Limerick","Male","Number","37.6"
"Average Age","2022","Ballingarry, Co Limerick","Female","Number","37.9"
"Average Age","2022","Pallaskenry, Co Limerick","Both sexes","Number","38.2"
"Average Age","2022","Pallaskenry, Co Limerick","Male","Number","35.7"
"Average Age","2022","Pallaskenry, Co Limerick","Female","Number","40.7"
"Average Age","2022","Drumcollogher, Co Limerick","Both sexes","Number","44.3"
"Average Age","2022","Drumcollogher, Co Limerick","Male","Number","41.9"
"Average Age","2022","Drumcollogher, Co Limerick","Female","Number","46.7"
"Average Age","2022","Rathkeale, Co Limerick","Both sexes","Number","40.7"
"Average Age","2022","Rathkeale, Co Limerick","Male","Number","40.5"
"Average Age","2022","Rathkeale, Co Limerick","Female","Number","40.9"
"Average Age","2022","Askeaton, Co Limerick","Both sexes","Number","39.4"
"Average Age","2022","Askeaton, Co Limerick","Male","Number","39.1"
"Average Age","2022","Askeaton, Co Limerick","Female","Number","39.8"
"Average Age","2022","Broadford, Co Limerick","Both sexes","Number","44.3"
"Average Age","2022","Broadford, Co Limerick","Male","Number","42.9"
"Average Age","2022","Broadford, Co Limerick","Female","Number","45.7"
"Average Age","2022","Newcastle West, Co Limerick","Both sexes","Number","38.1"
"Average Age","2022","Newcastle West, Co Limerick","Male","Number","36.9"
"Average Age","2022","Newcastle West, Co Limerick","Female","Number","39.2"
